xflr5 v6.61

Mission 1 Iteration 1
T7-VLM2
QInf  =,   35.062996 ,m/s
Alpha = ,  -1.408554
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.125021
Cy    = ,   0.000000
Cd=,   0.013046,ICd=,    0.004253,PCd=,    0.008794
Cl   = ,-2.44683e-17
Cm   =, 0.000829563
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    0.068664, YCP=,    0.000000, ZCP=,    0.017281 
XNP=,    0.123455
Bending =,    0.000000



Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
 121,   2.611e-01,  -3.547e-01,   9.978e-03,       0.059,      -0.000,       0.998,   1.082e-03,      0.4439
 122,   2.234e-01,  -3.547e-01,   1.178e-02,       0.016,      -0.000,       1.000,   1.184e-03,      0.3765
 123,   1.828e-01,  -3.547e-01,   1.211e-02,      -0.016,      -0.000,       1.000,   1.220e-03,      0.2810
 124,   1.415e-01,  -3.547e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.185e-03,      0.1845
 125,   1.020e-01,  -3.547e-01,   9.641e-03,      -0.049,      -0.000,       0.999,   1.081e-03,      0.1083
 126,   6.666e-02,  -3.547e-01,   7.773e-03,      -0.064,      -0.000,       0.998,   9.146e-04,      0.0188
 127,   3.743e-02,  -3.547e-01,   5.765e-03,      -0.085,      -0.000,       0.996,   6.952e-04,     -0.1132
 128,   1.603e-02,  -3.547e-01,   3.744e-03,      -0.135,      -0.000,       0.991,   4.364e-04,     -0.4579
 129,   3.727e-03,  -3.547e-01,   1.825e-03,      -0.314,      -0.000,       0.949,   1.548e-04,     -2.5239
Strip 11
 130,   3.436e-01,  -3.242e-01,   2.173e-04,       0.171,      -0.000,       0.985,   1.610e-04,      0.1993
 131,   3.361e-01,  -3.242e-01,   1.453e-03,       0.156,      -0.000,       0.988,   4.725e-04,      0.3079
 132,   3.192e-01,  -3.242e-01,   3.985e-03,       0.131,      -0.000,       0.991,   7.541e-04,      0.3945
 133,   2.937e-01,  -3.242e-01,   7.104e-03,       0.099,      -0.000,       0.995,   9.899e-04,      0.4525
 134,   2.611e-01,  -3.242e-01,   9.979e-03,       0.059,      -0.000,       0.998,   1.167e-03,      0.4567
 135,   2.234e-01,  -3.242e-01,   1.178e-02,       0.016,      -0.000,       1.000,   1.278e-03,      0.3890
 136,   1.828e-01,  -3.242e-01,   1.211e-02,      -0.016,      -0.000,       1.000,   1.316e-03,      0.2916
 137,   1.415e-01,  -3.242e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.279e-03,      0.1920
 138,   1.020e-01,  -3.242e-01,   9.641e-03,      -0.049,      -0.000,       0.999,   1.167e-03,      0.1125
 139,   6.667e-02,  -3.242e-01,   7.773e-03,      -0.064,      -0.000,       0.998,   9.871e-04,      0.0201
 140,   3.743e-02,  -3.242e-01,   5.765e-03,      -0.085,      -0.000,       0.996,   7.503e-04,     -0.1139
 141,   1.603e-02,  -3.242e-01,   3.744e-03,      -0.135,      -0.000,       0.991,   4.710e-04,     -0.4603
 142,   3.727e-03,  -3.242e-01,   1.825e-03,      -0.314,      -0.000,       0.949,   1.671e-04,     -2.5297
Strip 12
 143,   3.436e-01,  -2.915e-01,   2.173e-04,       0.171,      -0.000,       0.985,   1.717e-04,      0.2019
 144,   3.361e-01,  -2.915e-01,   1.453e-03,       0.156,      -0.000,       0.988,   5.039e-04,      0.3124
 145,   3.192e-01,  -2.915e-01,   3.985e-03,       0.131,      -0.000,       0.991,   8.043e-04,      0.4012
 146,   2.937e-01,  -2.915e-01,   7.104e-03,       0.099,      -0.000,       0.995,   1.056e-03,      0.4610
 147,   2.611e-01,  -2.915e-01,   9.979e-03,       0.059,      -0.000,       0.998,   1.245e-03,      0.4663
 148,   2.235e-01,  -2.915e-01,   1.178e-02,       0.016,      -0.000,       1.000,   1.363e-03,      0.3985
 149,   1.828e-01,  -2.915e-01,   1.211e-02,      -0.016,      -0.000,       1.000,   1.404e-03,      0.2999
 150,   1.415e-01,  -2.915e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.364e-03,      0.1982
 151,   1.021e-01,  -2.915e-01,   9.642e-03,      -0.049,      -0.000,       0.999,   1.244e-03,      0.1165
 152,   6.667e-02,  -2.915e-01,   7.774e-03,      -0.064,      -0.000,       0.998,   1.053e-03,      0.0223
 153,   3.743e-02,  -2.915e-01,   5.766e-03,      -0.085,      -0.000,       0.996,   8.003e-04,     -0.1129
 154,   1.604e-02,  -2.915e-01,   3.745e-03,      -0.135,      -0.000,       0.991,   5.023e-04,     -0.4598
 155,   3.727e-03,  -2.915e-01,   1.825e-03,      -0.314,      -0.000,       0.949,   1.782e-04,     -2.5291
Strip 13
 156,   3.436e-01,  -2.567e-01,   2.173e-04,       0.171,      -0.000,       0.985,   1.813e-04,      0.2038
 157,   3.362e-01,  -2.567e-01,   1.453e-03,       0.156,      -0.000,       0.988,   5.320e-04,      0.3158
 158,   3.192e-01,  -2.567e-01,   3.985e-03,       0.131,      -0.000,       0.991,   8.490e-04,      0.4062
 159,   2.937e-01,  -2.567e-01,   7.104e-03,       0.099,      -0.000,       0.995,   1.115e-03,      0.4674
 160,   2.612e-01,  -2.567e-01,   9.980e-03,       0.059,      -0.000,       0.998,   1.314e-03,      0.4735
 161,   2.235e-01,  -2.567e-01,   1.179e-02,       0.016,      -0.000,       1.000,   1.439e-03,      0.4058
 162,   1.828e-01,  -2.567e-01,   1.211e-02,      -0.016,      -0.000,       1.000,   1.482e-03,      0.3063
 163,   1.415e-01,  -2.567e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.440e-03,      0.2033
 164,   1.021e-01,  -2.567e-01,   9.643e-03,      -0.049,      -0.000,       0.999,   1.314e-03,      0.1202
 165,   6.667e-02,  -2.567e-01,   7.774e-03,      -0.064,      -0.000,       0.998,   1.111e-03,      0.0249
 166,   3.743e-02,  -2.567e-01,   5.766e-03,      -0.085,      -0.000,       0.996,   8.448e-04,     -0.1109
 167,   1.604e-02,  -2.567e-01,   3.745e-03,      -0.135,      -0.000,       0.991,   5.302e-04,     -0.4575
 168,   3.728e-03,  -2.567e-01,   1.825e-03,      -0.314,      -0.000,       0.949,   1.881e-04,     -2.5246
Strip 14
 169,   3.436e-01,  -2.203e-01,   2.173e-04,       0.171,      -0.000,       0.985,   1.896e-04,      0.2052
 170,   3.362e-01,  -2.203e-01,   1.453e-03,       0.156,      -0.000,       0.988,   5.564e-04,      0.3183
 171,   3.192e-01,  -2.203e-01,   3.986e-03,       0.131,      -0.000,       0.991,   8.879e-04,      0.4098
 172,   2.937e-01,  -2.203e-01,   7.105e-03,       0.099,      -0.000,       0.995,   1.166e-03,      0.4721
 173,   2.612e-01,  -2.203e-01,   9.981e-03,       0.059,      -0.000,       0.998,   1.375e-03,      0.4789
 174,   2.235e-01,  -2.203e-01,   1.179e-02,       0.016,      -0.000,       1.000,   1.505e-03,      0.4112
 175,   1.828e-01,  -2.203e-01,   1.211e-02,      -0.016,      -0.000,       1.000,   1.550e-03,      0.3113
 176,   1.415e-01,  -2.203e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.506e-03,      0.2075
 177,   1.021e-01,  -2.203e-01,   9.643e-03,      -0.049,      -0.000,       0.999,   1.374e-03,      0.1235
 178,   6.668e-02,  -2.203e-01,   7.775e-03,      -0.064,      -0.000,       0.998,   1.162e-03,      0.0276
 179,   3.743e-02,  -2.203e-01,   5.766e-03,      -0.085,      -0.000,       0.996,   8.835e-04,     -0.1083
 180,   1.604e-02,  -2.203e-01,   3.745e-03,      -0.135,      -0.000,       0.991,   5.546e-04,     -0.4542
 181,   3.728e-03,  -2.203e-01,   1.825e-03,      -0.314,      -0.000,       0.949,   1.968e-04,     -2.5179
Strip 15
 182,   3.436e-01,  -1.823e-01,   2.174e-04,       0.171,      -0.000,       0.985,   1.966e-04,      0.2062
 183,   3.362e-01,  -1.823e-01,   1.453e-03,       0.156,      -0.000,       0.988,   5.769e-04,      0.3201
 184,   3.192e-01,  -1.823e-01,   3.986e-03,       0.131,      -0.000,       0.991,   9.208e-04,      0.4125
 185,   2.937e-01,  -1.823e-01,   7.105e-03,       0.099,      -0.000,       0.995,   1.209e-03,      0.4755
 186,   2.612e-01,  -1.823e-01,   9.981e-03,       0.059,      -0.000,       0.998,   1.425e-03,      0.4828
 187,   2.235e-01,  -1.823e-01,   1.179e-02,       0.016,      -0.000,       1.000,   1.560e-03,      0.4153
 188,   1.828e-01,  -1.823e-01,   1.211e-02,      -0.016,      -0.000,       1.000,   1.607e-03,      0.3152
 189,   1.416e-01,  -1.823e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.561e-03,      0.2109
 190,   1.021e-01,  -1.823e-01,   9.644e-03,      -0.049,      -0.000,       0.999,   1.425e-03,      0.1264
 191,   6.668e-02,  -1.823e-01,   7.775e-03,      -0.064,      -0.000,       0.998,   1.205e-03,      0.0301
 192,   3.744e-02,  -1.823e-01,   5.767e-03,      -0.085,      -0.000,       0.996,   9.162e-04,     -0.1057
 193,   1.604e-02,  -1.823e-01,   3.745e-03,      -0.135,      -0.000,       0.991,   5.751e-04,     -0.4508
 194,   3.728e-03,  -1.823e-01,   1.825e-03,      -0.314,      -0.000,       0.949,   2.040e-04,     -2.5107
Strip 16
 195,   3.437e-01,  -1.431e-01,   2.174e-04,       0.171,      -0.000,       0.985,   2.023e-04,      0.2070
 196,   3.362e-01,  -1.431e-01,   1.453e-03,       0.156,      -0.000,       0.988,   5.936e-04,      0.3214
 197,   3.193e-01,  -1.431e-01,   3.986e-03,       0.131,      -0.000,       0.991,   9.474e-04,      0.4144
 198,   2.938e-01,  -1.431e-01,   7.106e-03,       0.099,      -0.000,       0.995,   1.244e-03,      0.4780
 199,   2.612e-01,  -1.431e-01,   9.982e-03,       0.059,      -0.000,       0.998,   1.467e-03,      0.4856
 200,   2.235e-01,  -1.431e-01,   1.179e-02,       0.016,      -0.000,       1.000,   1.606e-03,      0.4183
 201,   1.828e-01,  -1.431e-01,   1.211e-02,      -0.016,      -0.000,       1.000,   1.654e-03,      0.3180
 202,   1.416e-01,  -1.431e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.606e-03,      0.2135
 203,   1.021e-01,  -1.431e-01,   9.644e-03,      -0.049,      -0.000,       0.999,   1.466e-03,      0.1287
 204,   6.669e-02,  -1.431e-01,   7.776e-03,      -0.064,      -0.000,       0.998,   1.240e-03,      0.0323
 205,   3.744e-02,  -1.431e-01,   5.767e-03,      -0.085,      -0.000,       0.996,   9.427e-04,     -0.1034
 206,   1.604e-02,  -1.431e-01,   3.745e-03,      -0.135,      -0.000,       0.991,   5.917e-04,     -0.4475
 207,   3.728e-03,  -1.431e-01,   1.825e-03,      -0.314,      -0.000,       0.949,   2.099e-04,     -2.5038
Strip 17
 208,   3.437e-01,  -1.029e-01,   2.174e-04,       0.171,      -0.000,       0.985,   2.066e-04,      0.2075
 209,   3.362e-01,  -1.029e-01,   1.454e-03,       0.156,      -0.000,       0.988,   6.062e-04,      0.3223
 210,   3.193e-01,  -1.029e-01,   3.986e-03,       0.131,      -0.000,       0.991,   9.675e-04,      0.4157
 211,   2.938e-01,  -1.029e-01,   7.106e-03,       0.099,      -0.000,       0.995,   1.270e-03,      0.4797
 212,   2.612e-01,  -1.029e-01,   9.983e-03,       0.059,      -0.000,       0.998,   1.498e-03,      0.4876
 213,   2.235e-01,  -1.029e-01,   1.179e-02,       0.016,      -0.000,       1.000,   1.640e-03,      0.4203
 214,   1.828e-01,  -1.029e-01,   1.212e-02,      -0.016,      -0.000,       1.000,   1.689e-03,      0.3201
 215,   1.416e-01,  -1.029e-01,   1.123e-02,      -0.037,      -0.000,       0.999,   1.641e-03,      0.2154
 216,   1.021e-01,  -1.029e-01,   9.645e-03,      -0.049,      -0.000,       0.999,   1.497e-03,      0.1304
 217,   6.669e-02,  -1.029e-01,   7.776e-03,      -0.064,      -0.000,       0.998,   1.266e-03,      0.0340
 218,   3.744e-02,  -1.029e-01,   5.768e-03,      -0.085,      -0.000,       0.996,   9.627e-04,     -0.1015
 219,   1.604e-02,  -1.029e-01,   3.746e-03,      -0.135,      -0.000,       0.991,   6.043e-04,     -0.4448
 220,   3.729e-03,  -1.029e-01,   1.826e-03,      -0.314,      -0.000,       0.949,   2.144e-04,     -2.4980
Strip 18
 221,   3.437e-01,  -6.204e-02,   2.174e-04,       0.171,      -0.000,       0.985,   2.095e-04,      0.2078
 222,   3.363e-01,  -6.204e-02,   1.454e-03,       0.156,      -0.000,       0.988,   6.147e-04,      0.3228
 223,   3.193e-01,  -6.204e-02,   3.987e-03,       0.131,      -0.000,       0.991,   9.811e-04,      0.4166
 224,   2.938e-01,  -6.204e-02,   7.107e-03,       0.099,      -0.000,       0.995,   1.288e-03,      0.4807
 225,   2.613e-01,  -6.204e-02,   9.983e-03,       0.059,      -0.000,       0.998,   1.519e-03,      0.4888
 226,   2.235e-01,  -6.204e-02,   1.179e-02,       0.016,      -0.000,       1.000,   1.663e-03,      0.4217
 227,   1.829e-01,  -6.204e-02,   1.212e-02,      -0.016,      -0.000,       1.000,   1.712e-03,      0.3214
 228,   1.416e-01,  -6.204e-02,   1.123e-02,      -0.037,      -0.000,       0.999,   1.664e-03,      0.2166
 229,   1.021e-01,  -6.204e-02,   9.646e-03,      -0.049,      -0.000,       0.999,   1.518e-03,      0.1316
 230,   6.670e-02,  -6.204e-02,   7.777e-03,      -0.064,      -0.000,       0.998,   1.284e-03,      0.0352
 231,   3.744e-02,  -6.204e-02,   5.768e-03,      -0.085,      -0.000,       0.996,   9.762e-04,     -0.1001
 232,   1.604e-02,  -6.204e-02,   3.746e-03,      -0.135,      -0.000,       0.991,   6.127e-04,     -0.4429
 233,   3.729e-03,  -6.204e-02,   1.826e-03,      -0.314,      -0.000,       0.949,   2.174e-04,     -2.4939
Strip 19
 234,   3.437e-01,  -2.073e-02,   2.174e-04,       0.171,      -0.000,       0.985,   2.109e-04,      0.2079
 235,   3.363e-01,  -2.073e-02,   1.454e-03,       0.156,      -0.000,       0.988,   6.190e-04,      0.3231
 236,   3.193e-01,  -2.073e-02,   3.987e-03,       0.131,      -0.000,       0.991,   9.879e-04,      0.4169
 237,   2.938e-01,  -2.073e-02,   7.107e-03,       0.099,      -0.000,       0.995,   1.297e-03,      0.4812
 238,   2.613e-01,  -2.073e-02,   9.984e-03,       0.059,      -0.000,       0.998,   1.529e-03,      0.4894
 239,   2.236e-01,  -2.073e-02,   1.179e-02,       0.016,      -0.000,       1.000,   1.674e-03,      0.4223
 240,   1.829e-01,  -2.073e-02,   1.212e-02,      -0.016,      -0.000,       1.000,   1.724e-03,      0.3220
 241,   1.416e-01,  -2.073e-02,   1.123e-02,      -0.037,      -0.000,       0.999,   1.675e-03,      0.2172
 242,   1.021e-01,  -2.073e-02,   9.646e-03,      -0.049,      -0.000,       0.999,   1.528e-03,      0.1322
 243,   6.670e-02,  -2.073e-02,   7.777e-03,      -0.064,      -0.000,       0.998,   1.293e-03,      0.0358
 244,   3.745e-02,  -2.073e-02,   5.768e-03,      -0.085,      -0.000,       0.996,   9.829e-04,     -0.0994
 245,   1.604e-02,  -2.073e-02,   3.746e-03,      -0.135,      -0.000,       0.991,   6.170e-04,     -0.4419
 246,   3.729e-03,  -2.073e-02,   1.826e-03,      -0.314,      -0.000,       0.949,   2.189e-04,     -2.4918
Strip 20
 247,   3.437e-01,   2.073e-02,   2.174e-04,       0.171,       0.000,       0.985,   2.109e-04,      0.2079
 248,   3.363e-01,   2.073e-02,   1.454e-03,       0.156,       0.000,       0.988,   6.190e-04,      0.3231
 249,   3.193e-01,   2.073e-02,   3.987e-03,       0.131,       0.000,       0.991,   9.879e-04,      0.4169
 250,   2.938e-01,   2.073e-02,   7.107e-03,       0.099,       0.000,       0.995,   1.297e-03,      0.4812
 251,   2.613e-01,   2.073e-02,   9.984e-03,       0.059,       0.000,       0.998,   1.529e-03,      0.4894
 252,   2.236e-01,   2.073e-02,   1.179e-02,       0.016,       0.000,       1.000,   1.674e-03,      0.4223
 253,   1.829e-01,   2.073e-02,   1.212e-02,      -0.016,       0.000,       1.000,   1.724e-03,      0.3220
 254,   1.416e-01,   2.073e-02,   1.123e-02,      -0.037,       0.000,       0.999,   1.675e-03,      0.2172
 255,   1.021e-01,   2.073e-02,   9.646e-03,      -0.049,       0.000,       0.999,   1.528e-03,      0.1322
 256,   6.670e-02,   2.073e-02,   7.777e-03,      -0.064,       0.000,       0.998,   1.293e-03,      0.0358
 257,   3.745e-02,   2.073e-02,   5.768e-03,      -0.085,       0.000,       0.996,   9.829e-04,     -0.0994
 258,   1.604e-02,   2.073e-02,   3.746e-03,      -0.135,       0.000,       0.991,   6.170e-04,     -0.4419
 259,   3.729e-03,   2.073e-02,   1.826e-03,      -0.314,       0.000,       0.949,   2.189e-04,     -2.4918
Strip 21
 260,   3.437e-01,   6.204e-02,   2.174e-04,       0.171,       0.000,       0.985,   2.095e-04,      0.2078
 261,   3.363e-01,   6.204e-02,   1.454e-03,       0.156,       0.000,       0.988,   6.147e-04,      0.3228
 262,   3.193e-01,   6.204e-02,   3.987e-03,       0.131,       0.000,       0.991,   9.811e-04,      0.4166
 263,   2.938e-01,   6.204e-02,   7.107e-03,       0.099,       0.000,       0.995,   1.288e-03,      0.4807
 264,   2.613e-01,   6.204e-02,   9.983e-03,       0.059,       0.000,       0.998,   1.519e-03,      0.4888
 265,   2.235e-01,   6.204e-02,   1.179e-02,       0.016,       0.000,       1.000,   1.663e-03,      0.4217
 266,   1.829e-01,   6.204e-02,   1.212e-02,      -0.016,       0.000,       1.000,   1.712e-03,      0.3214
 267,   1.416e-01,   6.204e-02,   1.123e-02,      -0.037,       0.000,       0.999,   1.664e-03,      0.2166
 268,   1.021e-01,   6.204e-02,   9.646e-03,      -0.049,       0.000,       0.999,   1.518e-03,      0.1316
 269,   6.670e-02,   6.204e-02,   7.777e-03,      -0.064,       0.000,       0.998,   1.284e-03,      0.0352
 270,   3.744e-02,   6.204e-02,   5.768e-03,      -0.085,       0.000,       0.996,   9.762e-04,     -0.1001
 271,   1.604e-02,   6.204e-02,   3.746e-03,      -0.135,       0.000,       0.991,   6.127e-04,     -0.4429
 272,   3.729e-03,   6.204e-02,   1.826e-03,      -0.314,       0.000,       0.949,   2.174e-04,     -2.4939
Strip 22
 273,   3.437e-01,   1.029e-01,   2.174e-04,       0.171,       0.000,       0.985,   2.066e-04,      0.2075
 274,   3.362e-01,   1.029e-01,   1.454e-03,       0.156,       0.000,       0.988,   6.062e-04,      0.3223
 275,   3.193e-01,   1.029e-01,   3.986e-03,       0.131,       0.000,       0.991,   9.675e-04,      0.4157
 276,   2.938e-01,   1.029e-01,   7.106e-03,       0.099,       0.000,       0.995,   1.270e-03,      0.4797
 277,   2.612e-01,   1.029e-01,   9.983e-03,       0.059,       0.000,       0.998,   1.498e-03,      0.4876
 278,   2.235e-01,   1.029e-01,   1.179e-02,       0.016,       0.000,       1.000,   1.640e-03,      0.4203
 279,   1.828e-01,   1.029e-01,   1.212e-02,      -0.016,       0.000,       1.000,   1.689e-03,      0.3201
 280,   1.416e-01,   1.029e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.641e-03,      0.2154
 281,   1.021e-01,   1.029e-01,   9.645e-03,      -0.049,       0.000,       0.999,   1.497e-03,      0.1304
 282,   6.669e-02,   1.029e-01,   7.776e-03,      -0.064,       0.000,       0.998,   1.266e-03,      0.0340
 283,   3.744e-02,   1.029e-01,   5.768e-03,      -0.085,       0.000,       0.996,   9.627e-04,     -0.1015
 284,   1.604e-02,   1.029e-01,   3.746e-03,      -0.135,       0.000,       0.991,   6.043e-04,     -0.4448
 285,   3.729e-03,   1.029e-01,   1.826e-03,      -0.314,       0.000,       0.949,   2.144e-04,     -2.4980
Strip 23
 286,   3.437e-01,   1.431e-01,   2.174e-04,       0.171,       0.000,       0.985,   2.023e-04,      0.2070
 287,   3.362e-01,   1.431e-01,   1.453e-03,       0.156,       0.000,       0.988,   5.936e-04,      0.3214
 288,   3.193e-01,   1.431e-01,   3.986e-03,       0.131,       0.000,       0.991,   9.474e-04,      0.4144
 289,   2.938e-01,   1.431e-01,   7.106e-03,       0.099,       0.000,       0.995,   1.244e-03,      0.4780
 290,   2.612e-01,   1.431e-01,   9.982e-03,       0.059,       0.000,       0.998,   1.467e-03,      0.4856
 291,   2.235e-01,   1.431e-01,   1.179e-02,       0.016,       0.000,       1.000,   1.606e-03,      0.4183
 292,   1.828e-01,   1.431e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.654e-03,      0.3180
 293,   1.416e-01,   1.431e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.606e-03,      0.2135
 294,   1.021e-01,   1.431e-01,   9.644e-03,      -0.049,       0.000,       0.999,   1.466e-03,      0.1287
 295,   6.669e-02,   1.431e-01,   7.776e-03,      -0.064,       0.000,       0.998,   1.240e-03,      0.0323
 296,   3.744e-02,   1.431e-01,   5.767e-03,      -0.085,       0.000,       0.996,   9.427e-04,     -0.1034
 297,   1.604e-02,   1.431e-01,   3.745e-03,      -0.135,       0.000,       0.991,   5.917e-04,     -0.4475
 298,   3.728e-03,   1.431e-01,   1.825e-03,      -0.314,       0.000,       0.949,   2.099e-04,     -2.5038
Strip 24
 299,   3.436e-01,   1.823e-01,   2.174e-04,       0.171,       0.000,       0.985,   1.966e-04,      0.2062
 300,   3.362e-01,   1.823e-01,   1.453e-03,       0.156,       0.000,       0.988,   5.769e-04,      0.3201
 301,   3.192e-01,   1.823e-01,   3.986e-03,       0.131,       0.000,       0.991,   9.208e-04,      0.4125
 302,   2.937e-01,   1.823e-01,   7.105e-03,       0.099,       0.000,       0.995,   1.209e-03,      0.4755
 303,   2.612e-01,   1.823e-01,   9.981e-03,       0.059,       0.000,       0.998,   1.425e-03,      0.4828
 304,   2.235e-01,   1.823e-01,   1.179e-02,       0.016,       0.000,       1.000,   1.560e-03,      0.4153
 305,   1.828e-01,   1.823e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.607e-03,      0.3152
 306,   1.416e-01,   1.823e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.561e-03,      0.2109
 307,   1.021e-01,   1.823e-01,   9.644e-03,      -0.049,       0.000,       0.999,   1.425e-03,      0.1264
 308,   6.668e-02,   1.823e-01,   7.775e-03,      -0.064,       0.000,       0.998,   1.205e-03,      0.0301
 309,   3.744e-02,   1.823e-01,   5.767e-03,      -0.085,       0.000,       0.996,   9.162e-04,     -0.1057
 310,   1.604e-02,   1.823e-01,   3.745e-03,      -0.135,       0.000,       0.991,   5.751e-04,     -0.4508
 311,   3.728e-03,   1.823e-01,   1.825e-03,      -0.314,       0.000,       0.949,   2.040e-04,     -2.5107
Strip 25
 312,   3.436e-01,   2.203e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.896e-04,      0.2052
 313,   3.362e-01,   2.203e-01,   1.453e-03,       0.156,       0.000,       0.988,   5.564e-04,      0.3183
 314,   3.192e-01,   2.203e-01,   3.986e-03,       0.131,       0.000,       0.991,   8.879e-04,      0.4098
 315,   2.937e-01,   2.203e-01,   7.105e-03,       0.099,       0.000,       0.995,   1.166e-03,      0.4721
 316,   2.612e-01,   2.203e-01,   9.981e-03,       0.059,       0.000,       0.998,   1.375e-03,      0.4789
 317,   2.235e-01,   2.203e-01,   1.179e-02,       0.016,       0.000,       1.000,   1.505e-03,      0.4112
 318,   1.828e-01,   2.203e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.550e-03,      0.3113
 319,   1.415e-01,   2.203e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.506e-03,      0.2075
 320,   1.021e-01,   2.203e-01,   9.643e-03,      -0.049,       0.000,       0.999,   1.374e-03,      0.1235
 321,   6.668e-02,   2.203e-01,   7.775e-03,      -0.064,       0.000,       0.998,   1.162e-03,      0.0276
 322,   3.743e-02,   2.203e-01,   5.766e-03,      -0.085,       0.000,       0.996,   8.835e-04,     -0.1083
 323,   1.604e-02,   2.203e-01,   3.745e-03,      -0.135,       0.000,       0.991,   5.546e-04,     -0.4542
 324,   3.728e-03,   2.203e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.968e-04,     -2.5179
Strip 26
 325,   3.436e-01,   2.567e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.813e-04,      0.2038
 326,   3.362e-01,   2.567e-01,   1.453e-03,       0.156,       0.000,       0.988,   5.320e-04,      0.3158
 327,   3.192e-01,   2.567e-01,   3.985e-03,       0.131,       0.000,       0.991,   8.490e-04,      0.4062
 328,   2.937e-01,   2.567e-01,   7.104e-03,       0.099,       0.000,       0.995,   1.115e-03,      0.4674
 329,   2.612e-01,   2.567e-01,   9.980e-03,       0.059,       0.000,       0.998,   1.314e-03,      0.4735
 330,   2.235e-01,   2.567e-01,   1.179e-02,       0.016,       0.000,       1.000,   1.439e-03,      0.4058
 331,   1.828e-01,   2.567e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.482e-03,      0.3063
 332,   1.415e-01,   2.567e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.440e-03,      0.2033
 333,   1.021e-01,   2.567e-01,   9.643e-03,      -0.049,       0.000,       0.999,   1.314e-03,      0.1202
 334,   6.667e-02,   2.567e-01,   7.774e-03,      -0.064,       0.000,       0.998,   1.111e-03,      0.0249
 335,   3.743e-02,   2.567e-01,   5.766e-03,      -0.085,       0.000,       0.996,   8.448e-04,     -0.1109
 336,   1.604e-02,   2.567e-01,   3.745e-03,      -0.135,       0.000,       0.991,   5.302e-04,     -0.4575
 337,   3.728e-03,   2.567e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.881e-04,     -2.5246
Strip 27
 338,   3.436e-01,   2.915e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.717e-04,      0.2019
 339,   3.361e-01,   2.915e-01,   1.453e-03,       0.156,       0.000,       0.988,   5.039e-04,      0.3124
 340,   3.192e-01,   2.915e-01,   3.985e-03,       0.131,       0.000,       0.991,   8.043e-04,      0.4012
 341,   2.937e-01,   2.915e-01,   7.104e-03,       0.099,       0.000,       0.995,   1.056e-03,      0.4610
 342,   2.611e-01,   2.915e-01,   9.979e-03,       0.059,       0.000,       0.998,   1.245e-03,      0.4663
 343,   2.235e-01,   2.915e-01,   1.178e-02,       0.016,       0.000,       1.000,   1.363e-03,      0.3985
 344,   1.828e-01,   2.915e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.404e-03,      0.2999
 345,   1.415e-01,   2.915e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.364e-03,      0.1982
 346,   1.021e-01,   2.915e-01,   9.642e-03,      -0.049,       0.000,       0.999,   1.244e-03,      0.1165
 347,   6.667e-02,   2.915e-01,   7.774e-03,      -0.064,       0.000,       0.998,   1.053e-03,      0.0223
 348,   3.743e-02,   2.915e-01,   5.766e-03,      -0.085,       0.000,       0.996,   8.003e-04,     -0.1129
 349,   1.604e-02,   2.915e-01,   3.745e-03,      -0.135,       0.000,       0.991,   5.023e-04,     -0.4598
 350,   3.727e-03,   2.915e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.782e-04,     -2.5291
Strip 28
 351,   3.436e-01,   3.242e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.610e-04,      0.1993
 352,   3.361e-01,   3.242e-01,   1.453e-03,       0.156,       0.000,       0.988,   4.725e-04,      0.3079
 353,   3.192e-01,   3.242e-01,   3.985e-03,       0.131,       0.000,       0.991,   7.541e-04,      0.3945
 354,   2.937e-01,   3.242e-01,   7.104e-03,       0.099,       0.000,       0.995,   9.899e-04,      0.4525
